Press Association ID Number,Constituency Name,Region,CODE,Electorate 15,Votes_15,Conservative_15,Green_15,Labour_15,Lib Dems_15,Other_15,Plaid_15,SNP_15,UKIP_15,Winner 15,Second Place 15,Third Place 15,Fourth Place 15,Turnout 15,Conservative Vote Share 15,Green Vote Share 15,Labour Vote Share 15,Lib Dems Vote Share 15,Other Vote Share 15,Plaid Vote Share 15,SNP Vote Share 15,UKIP Vote Share 15,Conservative Vote Share Change 15,Green Vote Share Change 15,Labour Vote Share Change 15,Lib Dems Vote Share Change 15,Other Vote Share Change 15,Plaid Vote Share Change 15,SNP Vote Share Change 15,UKIP Vote Share Change 15
97,Brighton Kemptown,South East,E14000597,67858,45306,18428,3187,17738,1365,142,,,4446,Conservative,Labour,UKIP,Green,66.8,40.7,7.0,39.2,3.0,0.3,0.0,0.0,9.8,+2.7,+1.6,+4.3,-15.0,-0.1,0.0,0.0,+6.6
98,Brighton Pavilion,South East,E14000598,76557,54676,12448,22871,14904,1525,204,,,2724,Green,Labour,Conservative,UKIP,71.4,22.8,41.8,27.3,2.8,0.4,0.0,0.0,5.0,-0.9,+10.5,-1.7,-11.0,-0.1,0.0,0.0,+3.2
99,Bristol East,South West,E14000599,71193,46213,14168,3827,18148,2689,229,,,7152,Labour,Conservative,UKIP,Green,64.9,30.7,8.3,39.3,5.8,0.5,0.0,0.0,15.5,+2.3,+6.5,+2.7,-18.6,-5.0,0.0,0.0,+12.1
100,Bristol North West,South West,E14000600,74743,51805,22767,2952,17823,3214,160,,,4889,Conservative,Labour,UKIP,Lib Dems,69.3,43.9,5.7,34.4,6.2,0.3,0.0,0.0,9.4,+6.0,+4.7,+8.5,-25.3,-1.0,0.0,0.0,+7.1
101,Bristol South,South West,E14000601,81496,50842,12377,5861,19505,4416,302,,,8381,Labour,Conservative,UKIP,Green,62.4,24.3,11.5,38.4,8.7,0.6,0.0,0.0,16.5,+1.4,+9.0,-0.1,-20.0,-4.3,0.0,0.0,+13.9
102,Bristol West,South West,E14000602,91236,64218,9752,17227,22900,12103,296,,,1940,Labour,Green,Lib Dems,Conservative,70.4,15.2,26.8,35.7,18.8,0.5,0.0,0.0,3.0,-3.2,+23.0,+8.1,-29.2,-0.6,0.0,0.0,+1.8
103,Broadland,East,E14000603,73552,53089,26808,2252,9970,5178,0,,,8881,Conservative,Labour,UKIP,Lib Dems,72.2,50.5,4.2,18.8,9.8,0.0,0.0,0.0,16.7,+4.3,+2.8,+4.9,-22.6,-1.7,0.0,0.0,+12.2
104,Bromley & Chislehurst,London,E14000604,65477,44066,23343,1823,9779,2836,0,,,6285,Conservative,Labour,UKIP,Lib Dems,67.3,53.0,4.1,22.2,6.4,0.0,0.0,0.0,14.3,-0.5,+2.8,+5.6,-15.5,-3.3,0.0,0.0,+11.0
105,Bromsgrove,West Midlands,E14000605,73337,52245,28133,1729,11604,2616,0,,,8163,Conservative,Labour,UKIP,Lib Dems,71.2,53.8,3.3,22.2,5.0,0.0,0.0,0.0,15.6,+10.2,+3.3,+0.4,-14.6,-9.2,0.0,0.0,+9.9
106,Broxbourne,East,E14000606,72944,46024,25797,1216,8470,1467,0,,,9074,Conservative,UKIP,Labour,Lib Dems,63.1,56.1,2.6,18.4,3.2,0.0,0.0,0.0,19.7,-2.7,+2.6,+0.8,-10.2,-6.1,0.0,0.0,+15.6
107,Broxtowe,East Midlands,E14000607,71764,53440,24163,1544,19876,2120,63,,,5674,Conservative,Labour,UKIP,Lib Dems,74.5,45.2,2.9,37.2,4.0,0.1,0.0,0.0,10.6,+6.2,+2.1,-1.1,-12.9,-2.6,0.0,0.0,+8.4
108,Buckingham,South East,E14000608,77425,53692,,7400,0,,34617,,,11675,Other,UKIP,Green,Labour,69.3,0.0,13.8,0.0,0.0,64.5,0.0,0.0,21.7,0.0,+13.8,0.0,0.0,-18.1,0.0,0.0,+4.4
109,Burnley,North West,E14000609,64477,39746,5374,850,14951,11707,0,,,6864,Labour,Lib Dems,UKIP,Conservative,61.6,13.5,2.1,37.6,29.5,0.0,0.0,0.0,17.3,-3.1,+2.1,+6.3,-6.2,-14.1,0.0,0.0,+15.0
110,Burton,West Midlands,E14000610,75248,48974,24376,1224,13484,1232,0,,,8658,Conservative,Labour,UKIP,Lib Dems,65.1,49.8,2.5,27.5,2.5,0.0,0.0,0.0,17.7,+5.2,+2.5,-4.3,-13.3,-4.8,0.0,0.0,+14.8
111,Bury North,North West,E14000611,67580,45230,18970,1141,18592,932,0,,,5595,Conservative,Labour,UKIP,Green,66.9,41.9,2.5,41.1,2.1,0.0,0.0,0.0,12.4,+1.8,+2.5,+5.9,-14.9,-4.8,0.0,0.0,+9.5
112,Bury South,North West,E14000612,73883,47215,16350,1434,21272,1690,170,,,6299,Labour,Conservative,UKIP,Lib Dems,63.9,34.6,3.0,45.1,3.6,0.4,0.0,0.0,13.3,+1.0,+2.0,+4.6,-14.6,-4.3,0.0,0.0,+11.2
113,Bury St Edmunds,East,E14000613,85982,59341,31815,4692,10514,3581,0,,,8739,Conservative,Labour,UKIP,Green,69.0,53.6,7.9,17.7,6.0,0.0,0.0,0.0,14.7,+6.1,+3.6,+1.1,-20.4,0.0,0.0,0.0,+9.6
114,Caerphilly,Wales,W07000076,63603,40283,6683,937,17864,935,178,5895,,7791,Labour,UKIP,Conservative,Plaid,63.3,16.6,2.3,44.3,2.3,0.4,14.6,0.0,19.3,-0.5,+2.3,-0.6,-12.4,-3.8,-2.1,0.0,+17.0
115,"Caithness, Sutherland & Easter Ross",Scotland,S14000009,47558,34186,2326,,3061,11987,0,,15831,981,SNP,Lib Dems,Labour,Conservative,71.9,6.8,0.0,9.0,35.1,0.0,0.0,46.3,2.9,-6.2,0.0,-15.7,-6.3,-1.8,0.0,+27.1,+2.9
116,Calder Valley,Yorkshire and The Humber,E14000614,77754,53541,23354,2090,18927,2666,165,,,5950,Conservative,Labour,UKIP,Lib Dems,68.9,43.6,3.9,35.4,5.0,0.3,0.0,0.0,11.1,+4.2,+2.2,+8.4,-20.2,-4.2,0.0,0.0,+8.8
117,Camberwell & Peckham,London,E14000615,82746,51561,6790,5187,32614,2580,1784,,,2413,Labour,Conservative,Green,Lib Dems,62.3,13.2,10.1,63.3,5.0,3.5,0.0,0.0,4.7,+0.1,+7.1,+4.1,-17.4,+1.0,0.0,0.0,+4.7
118,Camborne & Redruth,South West,E14000616,66944,45868,18452,2608,11448,5687,897,,,6776,Conservative,Labour,UKIP,Lib Dems,68.5,40.2,5.7,25.0,12.4,2.0,0.0,0.0,14.8,+2.6,+4.3,+8.6,-25.0,-0.3,0.0,0.0,+9.7
119,Cambridge,East,E14000617,83384,51774,8117,4109,18646,18047,187,,,2668,Labour,Lib Dems,Conservative,Green,62.1,15.7,7.9,36.0,34.9,0.4,0.0,0.0,5.2,-9.9,+0.3,+11.7,-4.3,-0.7,0.0,0.0,+2.8
120,Cambridgeshire North East,East,E14000842,82990,51780,28524,1816,7476,2314,0,,,11650,Conservative,UKIP,Labour,Lib Dems,62.4,55.1,3.5,14.4,4.5,0.0,0.0,0.0,22.5,+3.5,+3.5,-3.4,-15.6,-5.2,0.0,0.0,+17.1
121,Cambridgeshire North West,East,E14000855,90318,61100,32070,2159,10927,3479,190,,,12275,Conservative,UKIP,Labour,Lib Dems,67.6,52.5,3.5,17.9,5.7,0.3,0.0,0.0,20.1,+2.0,+3.5,+0.9,-16.2,-2.1,0.0,0.0,+11.8
122,Cambridgeshire South,East,E14000934,84132,61540,31454,3848,10860,9368,0,,,6010,Conservative,Labour,Lib Dems,UKIP,73.1,51.1,6.3,17.6,15.2,0.0,0.0,0.0,9.8,+3.7,+4.5,+7.4,-18.9,-3.3,0.0,0.0,+6.6
123,Cambridgeshire South East,East,E14000937,84570,59506,28845,3047,9013,12008,0,,,6593,Conservative,Lib Dems,Labour,UKIP,70.4,48.5,5.1,15.1,20.2,0.0,0.0,0.0,11.1,+0.5,+3.8,+7.5,-17.5,-1.7,0.0,0.0,+7.4
124,Cannock Chase,West Midlands,E14000618,74532,47099,20811,906,15888,1270,0,,,8224,Conservative,Labour,UKIP,Lib Dems,63.2,44.2,1.9,33.7,2.7,0.0,0.0,0.0,17.5,+4.1,+1.9,+0.6,-14.3,-6.4,0.0,0.0,+14.0
125,Canterbury,South East,E14000619,81341,53465,22918,3746,13120,6227,165,,,7289,Conservative,Labour,UKIP,Lib Dems,65.7,42.9,7.0,24.5,11.6,0.3,0.0,0.0,13.6,-1.9,+4.7,+8.4,-20.9,-0.0,0.0,0.0,+9.8
126,Cardiff Central,Wales,W07000050,57456,38646,5674,2461,15462,10481,144,1925,,2499,Labour,Lib Dems,Conservative,UKIP,67.3,14.7,6.4,40.0,27.1,0.4,5.0,0.0,6.5,-6.9,+4.8,+11.2,-14.3,-0.7,+1.5,0.0,+4.4
127,Cardiff North,Wales,W07000051,67196,51151,21709,1254,19572,1953,409,2301,,3953,Conservative,Labour,UKIP,Plaid,76.1,42.4,2.5,38.3,3.8,0.8,4.5,0.0,7.7,+4.9,+1.7,+1.2,-14.5,+0.2,+1.2,0.0,+5.4
128,Cardiff South & Penarth,Wales,W07000080,76006,46667,12513,1746,19966,2318,258,3443,,6423,Labour,Conservative,UKIP,Plaid,61.4,26.8,3.7,42.8,5.0,0.6,7.4,0.0,13.8,-1.5,+2.5,+3.9,-17.3,-2.0,+3.2,0.0,+11.2
129,Cardiff West,Wales,W07000079,66762,43792,11014,1704,17803,2069,183,6096,,4923,Labour,Conservative,Plaid,UKIP,65.6,25.2,3.9,40.7,4.7,0.4,13.9,0.0,11.2,-4.5,+2.1,-0.6,-12.8,+0.4,+6.9,0.0,+8.5
130,Carlisle,North West,E14000620,65827,42587,18873,1125,16099,1087,126,,,5277,Conservative,Labour,UKIP,Green,64.7,44.3,2.6,37.8,2.6,0.3,0.0,0.0,12.4,+5.0,+1.2,+0.5,-13.0,-3.8,0.0,0.0,+10.1
131,Carmarthen East & Dinefwr,Wales,W07000067,55750,39399,8336,1091,9541,928,0,15140,,4363,Plaid,Labour,Conservative,UKIP,70.7,21.2,2.8,24.2,2.4,0.0,38.4,0.0,11.1,-1.2,+2.8,-2.3,-9.8,0.0,+2.8,0.0,+7.7
132,Carmarthen West & Pembrokeshire South,Wales,W07000066,57755,40350,17626,1290,11572,963,0,4201,,4698,Conservative,Labour,UKIP,Plaid,69.9,43.7,3.2,28.7,2.4,0.0,10.4,0.0,11.6,+2.6,+3.2,-4.0,-9.7,-0.9,-0.0,0.0,+8.8
133,Carshalton & Wallington,London,E14000621,69981,47613,15093,1492,7150,16603,226,,,7049,Lib Dems,Conservative,Labour,UKIP,68.0,31.7,3.1,15.0,34.9,0.5,0.0,0.0,14.8,-5.1,+2.4,+6.3,-13.4,-1.9,0.0,0.0,+11.9
134,Castle Point,East,E14000622,68170,45450,23112,1076,6283,801,0,,,14178,Conservative,UKIP,Labour,Green,66.7,50.9,2.4,13.8,1.8,0.0,0.0,0.0,31.2,+6.9,+2.4,-0.9,-7.6,-31.9,0.0,0.0,+31.2
135,Ceredigion,Wales,W07000064,54242,37416,4123,2088,3615,13414,0,10347,,3829,Lib Dems,Plaid,Conservative,UKIP,69.0,11.0,5.6,9.7,35.9,0.0,27.7,0.0,10.2,-0.5,+3.8,+3.9,-14.2,0.0,-0.6,0.0,+7.7
136,Charnwood,East Midlands,E14000625,77269,52261,28384,,11453,3605,489,,,8330,Conservative,Labour,UKIP,Lib Dems,67.6,54.3,0.0,21.9,6.9,0.9,0.0,0.0,15.9,+4.7,0.0,+2.2,-14.6,-4.9,0.0,0.0,+12.6
137,Chatham & Aylesford,South East,E14000626,66355,43073,21614,1101,10159,1360,258,,,8581,Conservative,Labour,UKIP,Lib Dems,64.9,50.2,2.6,23.6,3.2,0.6,0.0,0.0,19.9,+4.0,+1.7,-8.7,-10.2,-3.7,0.0,0.0,+16.9
138,Cheadle,North West,E14000627,73239,53095,22889,,8673,16436,674,,,4423,Conservative,Lib Dems,Labour,UKIP,72.5,43.1,0.0,16.3,31.0,1.3,0.0,0.0,8.3,+2.3,0.0,+7.0,-16.1,+1.3,0.0,0.0,+5.6
139,Chelmsford,East,E14000628,78580,53817,27732,1892,9482,6394,665,,,7652,Conservative,Labour,UKIP,Lib Dems,68.5,51.5,3.5,17.6,11.9,1.2,0.0,0.0,14.2,+5.4,+2.6,+6.7,-24.9,-1.2,0.0,0.0,+11.4
140,Chelsea & Fulham,London,E14000629,63478,40226,25322,1474,9300,2091,0,,,2039,Conservative,Labour,Lib Dems,UKIP,63.4,62.9,3.7,23.1,5.2,0.0,0.0,0.0,5.1,+2.5,+2.0,+4.6,-11.0,-1.9,0.0,0.0,+3.9
141,Cheltenham,South West,E14000630,77287,53735,24790,2689,3902,18274,272,,,3808,Conservative,Lib Dems,Labour,UKIP,69.5,46.1,5.0,7.3,34.0,0.5,0.0,0.0,7.1,+5.0,+5.0,+2.1,-16.5,-0.4,0.0,0.0,+4.8
142,Chesham & Amersham,South East,E14000631,72547,52730,31138,2901,6712,4761,0,,,7218,Conservative,UKIP,Labour,Lib Dems,72.7,59.1,5.5,12.7,9.0,0.0,0.0,0.0,13.7,-1.3,+4.0,+7.1,-19.5,0.0,0.0,0.0,+9.6
143,"Chester, City Of",North West,E14000640,74485,51161,22025,,22118,2870,0,,,4148,Labour,Conservative,UKIP,Lib Dems,68.7,43.1,0.0,43.2,5.6,0.0,0.0,0.0,8.1,+2.5,-1.1,+8.2,-13.5,-1.5,0.0,0.0,+5.5
144,Chesterfield,East Midlands,E14000632,71625,45567,8231,1352,21829,6301,331,,,7523,Labour,Conservative,UKIP,Lib Dems,63.6,18.1,3.0,47.9,13.8,0.7,0.0,0.0,16.5,+2.3,+1.7,+8.9,-24.0,-2.2,0.0,0.0,+13.4
145,Chichester,South East,E14000633,83396,57139,32953,3742,6933,4865,106,,,8540,Conservative,UKIP,Labour,Lib Dems,68.5,57.7,6.5,12.1,8.5,0.2,0.0,0.0,14.9,+2.3,+6.5,+1.7,-18.9,+0.2,0.0,0.0,+8.1
146,Chingford & Woodford Green,London,E14000634,66680,43804,20999,1854,12613,2400,294,,,5644,Conservative,Labour,UKIP,Lib Dems,65.7,47.9,4.2,28.8,5.5,0.7,0.0,0.0,12.9,-4.8,+2.7,+6.1,-11.3,-2.9,0.0,0.0,+10.3
147,Chippenham,South West,E14000635,74218,55407,26354,2330,4561,16278,0,,,5884,Conservative,Lib Dems,UKIP,Labour,74.7,47.6,4.2,8.2,29.4,0.0,0.0,0.0,10.6,+6.5,+3.4,+1.3,-16.4,-2.0,0.0,0.0,+7.2
148,Chipping Barnet,London,E14000636,77807,53013,25759,2501,18103,2381,118,,,4151,Conservative,Labour,UKIP,Green,68.1,48.6,4.7,34.1,4.5,0.2,0.0,0.0,7.8,-0.2,+2.7,+8.9,-15.7,-0.7,0.0,0.0,+5.0
149,Chorley,North West,E14000637,74679,51712,18792,1111,23322,1354,138,,,6995,Labour,Conservative,UKIP,Lib Dems,69.2,36.3,2.1,45.1,2.6,0.3,0.0,0.0,13.5,-1.7,+2.1,+1.9,-11.4,-0.5,0.0,0.0,+9.5
150,Christchurch,South West,E14000638,69303,49707,28887,2149,4745,3263,0,,,10663,Conservative,UKIP,Labour,Lib Dems,71.7,58.1,4.3,9.5,6.6,0.0,0.0,0.0,21.5,+1.7,+4.3,-0.3,-18.7,0.0,0.0,0.0,+13.0
151,Cities Of London & Westminster,London,E14000639,60992,36185,19570,1953,9899,2521,348,,,1894,Conservative,Labour,Lib Dems,Green,59.3,54.1,5.4,27.4,7.0,1.0,0.0,0.0,5.2,+1.9,+3.3,+5.2,-13.5,-0.3,0.0,0.0,+3.4
152,Clacton,East,E14000642,68936,44207,16205,1184,6364,812,0,,,19642,UKIP,Conservative,Labour,Green,64.1,36.7,2.7,14.4,1.8,0.0,0.0,0.0,44.4,-16.4,+1.4,-10.6,-11.1,-7.8,0.0,0.0,+44.4
153,Cleethorpes,Yorkshire and The Humber,E14000643,71008,45089,21026,1013,13133,1346,215,,,8356,Conservative,Labour,UKIP,Lib Dems,63.5,46.6,2.2,29.1,3.0,0.5,0.0,0.0,18.5,+4.5,+2.2,-3.4,-15.2,+0.5,0.0,0.0,+11.4
154,Clwyd South,Wales,W07000062,54996,35064,10649,915,13051,1349,0,3620,,5480,Labour,Conservative,UKIP,Plaid,63.8,30.4,2.6,37.2,3.8,0.0,10.3,0.0,15.6,+0.2,+2.6,-1.2,-13.4,-3.2,+1.6,0.0,+13.3
155,Clwyd West,Wales,W07000059,58644,38028,16463,,9733,1387,806,4651,,4988,Conservative,Labour,UKIP,Plaid,64.8,43.3,0.0,25.6,3.6,2.1,12.2,0.0,13.1,+1.7,0.0,+0.9,-11.6,+1.2,-3.2,0.0,+10.8
156,"Coatbridge, Chryston & Bellshill",Scotland,S14000011,73894,50698,3209,,17195,549,0,,28696,1049,SNP,Labour,Conservative,UKIP,68.6,6.3,0.0,33.9,1.1,0.0,0.0,56.6,2.1,-1.8,0.0,-32.7,-7.4,0.0,0.0,+39.8,+2.1
157,Colchester,East,E14000644,74204,48593,18919,2499,7852,13344,109,,,5870,Conservative,Lib Dems,Labour,UKIP,65.5,38.9,5.1,16.2,27.5,0.2,0.0,0.0,12.1,+6.1,+3.6,+3.8,-20.5,-2.1,0.0,0.0,+9.2
158,Colne Valley,Yorkshire and The Humber,E14000645,82516,56800,25246,1919,19868,3407,54,,,5734,Conservative,Labour,UKIP,Lib Dems,68.8,44.4,3.4,35.0,6.0,0.1,0.0,0.0,10.1,+7.5,+1.8,+8.6,-22.2,-4.7,0.0,0.0,+8.0
159,Congleton,North West,E14000646,72503,50976,27164,1876,10391,4623,0,,,6922,Conservative,Labour,UKIP,Lib Dems,70.3,53.3,3.7,20.4,9.1,0.0,0.0,0.0,13.6,+7.5,+3.7,+3.2,-22.8,-0.9,0.0,0.0,+9.4
160,Copeland,North West,E14000647,62087,39631,14186,1179,16750,1368,0,,,6148,Labour,Conservative,UKIP,Lib Dems,63.8,35.8,3.0,42.3,3.5,0.0,0.0,0.0,15.5,-1.3,+2.1,-3.8,-6.7,-3.4,0.0,0.0,+13.2
161,Corby,East Midlands,E14000648,79775,56174,24023,1374,21611,1458,0,,,7708,Conservative,Labour,UKIP,Lib Dems,70.4,42.8,2.4,38.5,2.6,0.0,0.0,0.0,13.7,+0.6,+2.4,-0.2,-11.8,-4.7,0.0,0.0,+13.7
162,Cornwall North,South West,E14000837,67192,48245,21689,2063,2621,15068,683,,,6121,Conservative,Lib Dems,UKIP,Labour,71.8,45.0,4.3,5.4,31.2,1.4,0.0,0.0,12.7,+3.3,+4.3,+1.2,-16.8,+0.3,0.0,0.0,+7.8
163,Cornwall South East,South West,E14000938,71071,50498,25516,2718,4692,8521,1353,,,7698,Conservative,Lib Dems,UKIP,Labour,71.1,50.5,5.4,9.3,16.9,2.7,0.0,0.0,15.2,+5.4,+3.7,+2.2,-21.8,+1.4,0.0,0.0,+9.0
164,"Cotswolds, The",South West,E14000991,78290,56667,32045,2626,5240,10568,0,,,6188,Conservative,Lib Dems,UKIP,Labour,72.4,56.5,4.6,9.2,18.6,0.0,0.0,0.0,10.9,+3.5,+2.9,-1.5,-10.9,-0.8,0.0,0.0,+6.7
165,Coventry North East,West Midlands,E14000649,75462,42231,9751,1245,22025,2007,925,,,6278,Labour,Conservative,UKIP,Lib Dems,56.0,23.1,2.9,52.2,4.8,2.2,0.0,0.0,14.9,+0.9,+2.9,+2.9,-11.9,-6.8,0.0,0.0,+11.9
166,Coventry North West,West Midlands,E14000650,73626,45246,14048,1961,18557,1810,1769,,,7101,Labour,Conservative,UKIP,Green,61.5,31.0,4.3,41.0,4.0,3.9,0.0,0.0,15.7,+1.7,+3.3,-1.8,-13.9,-2.2,0.0,0.0,+12.9
167,Coventry South,West Midlands,E14000651,70397,43699,15284,1719,18472,1779,736,,,5709,Labour,Conservative,UKIP,Lib Dems,62.1,35.0,3.9,42.3,4.1,1.7,0.0,0.0,13.1,+1.5,+2.5,+0.5,-14.0,+0.2,0.0,0.0,+9.2
168,Crawley,South East,E14000652,73936,48550,22829,1100,16303,1339,0,,,6979,Conservative,Labour,UKIP,Lib Dems,65.7,47.0,2.3,33.6,2.8,0.0,0.0,0.0,14.4,+2.3,+1.0,+1.3,-11.6,-4.4,0.0,0.0,+11.5
169,Crewe & Nantwich,North West,E14000653,74169,49896,22445,,18825,1374,0,,,7252,Conservative,Labour,UKIP,Lib Dems,67.3,45.0,0.0,37.7,2.8,0.0,0.0,0.0,14.5,-0.9,0.0,+3.7,-12.2,-2.4,0.0,0.0,+11.8
170,Croydon Central,London,E14000654,78171,52941,22753,1454,22588,1152,127,,,4810,Conservative,Labour,UKIP,Green,67.7,43.0,2.7,42.7,2.2,0.2,0.0,0.0,9.1,+3.6,+1.6,+9.1,-11.0,-10.4,0.0,0.0,+7.1
171,Croydon North,London,E14000655,85941,53522,12149,2515,33513,1919,527,,,2899,Labour,Conservative,UKIP,Green,62.3,22.7,4.7,62.6,3.6,1.0,0.0,0.0,5.4,-1.4,+2.7,+6.6,-10.4,-1.2,0.0,0.0,+3.7
172,Croydon South,London,E14000656,82010,57712,31448,2154,14308,3448,286,,,6068,Conservative,Labour,UKIP,Lib Dems,70.4,54.5,3.7,24.8,6.0,0.5,0.0,0.0,10.5,+3.6,+2.0,+4.8,-16.9,+0.5,0.0,0.0,+6.1
173,"Cumbernauld, Kilsyth & Kirkintilloch East",Scotland,S14000012,67088,49382,3891,,14820,1099,0,,29572,,SNP,Labour,Conservative,Lib Dems,73.6,7.9,0.0,30.0,2.2,0.0,0.0,59.9,0.0,-0.4,0.0,-27.2,-7.3,-1.2,0.0,+36.1,0.0
174,Cynon Valley,Wales,W07000070,51422,30472,3676,799,14532,830,533,5126,,4976,Labour,Plaid,UKIP,Conservative,59.3,12.1,2.6,47.7,2.7,1.7,16.8,0.0,16.3,+2.0,+2.6,-4.8,-11.1,+1.7,-3.5,0.0,+13.0
175,Dagenham & Rainham,London,E14000657,69128,43050,10492,806,17830,717,355,,,12850,Labour,UKIP,Conservative,Green,62.3,24.4,1.9,41.4,1.7,0.8,0.0,0.0,29.8,-10.0,+1.2,+1.1,-6.9,-11.8,0.0,0.0,+26.3
176,Darlington,North East,E14000658,65851,41141,14479,1444,17637,1966,223,,,5392,Labour,Conservative,UKIP,Lib Dems,62.5,35.2,3.5,42.9,4.8,0.5,0.0,0.0,13.1,+3.7,+3.5,+3.5,-18.6,-2.4,0.0,0.0,+10.3
177,Dartford,South East,E14000659,75209,52418,25670,1324,13325,1454,211,,,10434,Conservative,Labour,UKIP,Lib Dems,69.7,49.0,2.5,25.4,2.8,0.4,0.0,0.0,19.9,+0.2,+2.5,-2.1,-11.9,-4.9,0.0,0.0,+16.2
178,Daventry,East Midlands,E14000660,72873,52518,30550,1829,9491,2352,0,,,8296,Conservative,Labour,UKIP,Lib Dems,72.1,58.2,3.5,18.1,4.5,0.0,0.0,0.0,15.8,+1.7,+2.0,+2.3,-15.0,-2.3,0.0,0.0,+11.3
179,Delyn,Wales,W07000042,53639,37457,12257,680,15187,1380,0,1803,,6150,Labour,Conservative,UKIP,Plaid,69.8,32.7,1.8,40.5,3.7,0.0,4.8,0.0,16.4,-1.9,+1.8,-0.2,-11.9,-2.3,-0.2,0.0,+14.6
180,Denton & Reddish,North West,E14000661,66141,38681,9150,1466,19661,957,222,,,7225,Labour,Conservative,UKIP,Green,58.5,23.7,3.8,50.8,2.5,0.6,0.0,0.0,18.7,-1.2,+3.8,-0.2,-15.4,-0.2,0.0,0.0,+13.2
181,Derby North,East Midlands,E14000662,69794,44745,16402,1618,16361,3832,0,,,6532,Conservative,Labour,UKIP,Lib Dems,64.1,36.7,3.6,36.6,8.6,0.0,0.0,0.0,14.6,+5.0,+3.6,+3.5,-19.5,-5.4,0.0,0.0,+12.8
182,Derby South,East Midlands,E14000663,70240,40820,11179,1208,20007,1717,368,,,6341,Labour,Conservative,UKIP,Lib Dems,58.1,27.4,3.0,49.0,4.2,0.9,0.0,0.0,15.5,-1.1,+3.0,+5.7,-16.3,-2.4,0.0,0.0,+11.1
183,Derbyshire Dales,East Midlands,E14000664,63476,47361,24805,2173,10761,3965,149,,,5508,Conservative,Labour,UKIP,Lib Dems,74.6,52.4,4.6,22.7,8.4,0.3,0.0,0.0,11.6,+0.3,+2.9,+3.4,-14.1,-0.3,0.0,0.0,+7.8
184,Derbyshire Mid,East Midlands,E14000814,67477,47729,24908,1898,12134,2292,0,,,6497,Conservative,Labour,UKIP,Lib Dems,70.7,52.2,4.0,25.4,4.8,0.0,0.0,0.0,13.6,+3.9,+4.0,+1.0,-15.7,-4.0,0.0,0.0,+11.0
185,Derbyshire North East,East Midlands,E14000843,71445,47948,17605,1059,19488,2004,161,,,7631,Labour,Conservative,UKIP,Lib Dems,67.1,36.7,2.2,40.6,4.2,0.3,0.0,0.0,15.9,+3.8,+2.2,+2.5,-19.1,+0.3,0.0,0.0,+10.3
186,Derbyshire South,East Midlands,E14000935,73923,50762,25066,1216,13595,1887,0,,,8998,Conservative,Labour,UKIP,Lib Dems,68.7,49.4,2.4,26.8,3.7,0.0,0.0,0.0,17.7,+3.9,+2.4,-4.6,-12.2,-4.9,0.0,0.0,+15.3
187,Devizes,South West,E14000665,69205,49006,28295,2853,6360,3954,0,,,7544,Conservative,UKIP,Labour,Lib Dems,70.8,57.7,5.8,13.0,8.1,0.0,0.0,0.0,15.4,+2.7,+4.1,+2.8,-18.9,-1.5,0.0,0.0,+10.9
188,Devon Central,South West,E14000623,72737,54448,28436,4866,6985,6643,347,,,7171,Conservative,UKIP,Labour,Lib Dems,74.9,52.2,8.9,12.8,12.2,0.6,0.0,0.0,13.2,+0.7,+7.0,+5.9,-22.2,+0.6,0.0,0.0,+7.8
189,Devon East,South West,E14000678,76519,54717,25401,,5591,3715,13140,,,6870,Conservative,Other,UKIP,Labour,71.5,46.4,0.0,10.2,6.8,24.0,0.0,0.0,12.6,-1.9,-1.5,-0.6,-24.4,+24.0,0.0,0.0,+4.4
190,Devon North,South West,E14000838,74737,52320,22341,3018,3699,15405,138,,,7719,Conservative,Lib Dems,UKIP,Labour,70.0,42.7,5.8,7.1,29.4,0.3,0.0,0.0,14.8,+6.7,+4.4,+1.9,-17.9,-2.5,0.0,0.0,+7.5
191,Devon South West,South West,E14000950,71035,50372,28500,2408,8391,3767,0,,,7306,Conservative,Labour,UKIP,Lib Dems,70.9,56.6,4.8,16.7,7.5,0.0,0.0,0.0,14.5,+0.6,+3.5,+4.2,-16.7,0.0,0.0,0.0,+8.3
192,Devon West & Torridge,South West,E14001000,78621,56584,28774,3941,6015,7483,0,,,10371,Conservative,UKIP,Lib Dems,Labour,72.0,50.9,7.0,10.6,13.2,0.0,0.0,0.0,18.3,+5.2,+5.1,+5.4,-27.1,-1.4,0.0,0.0,+12.9
193,Dewsbury,Yorkshire and The Humber,E14000666,79770,53630,20955,1366,22406,1924,94,,,6649,Labour,Conservative,UKIP,Lib Dems,67.2,39.1,2.5,41.8,3.6,0.2,0.0,0.0,12.4,+4.1,+1.0,+9.6,-13.4,-14.2,0.0,0.0,+12.4
194,Don Valley,Yorkshire and The Humber,E14000667,71299,42486,10736,,19621,1487,679,,,9963,Labour,Conservative,UKIP,Lib Dems,59.6,25.3,0.0,46.2,3.5,1.6,0.0,0.0,23.5,-4.4,0.0,+8.2,-13.6,-9.3,0.0,0.0,+19.1
195,Doncaster Central,Yorkshire and The Humber,E14000668,71136,40420,8386,,19840,1717,730,,,9747,Labour,UKIP,Conservative,Lib Dems,56.8,20.7,0.0,49.1,4.2,1.8,0.0,0.0,24.1,-4.0,0.0,+9.4,-16.8,-9.3,0.0,0.0,+20.7
